nroErrores;Error;GÉNERO;AÑO;GRADO;GRUPO;FECHA DE NACIMIENTO;EDAD;NIVEL;CATEGORÍA;UNIDAD ACADÉMICA;SEDE;PROGRAMA EDUCATIVO;NACIONALIDAD;ESTADO DE NACIMIENTO;LENGUA INDÍGENA;Núm. ALUMNOS
324;Valores repetidos;H;2018           ;6              ;2              ;16/07/1997;21             ;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROIND;CHAPINGO;INGENIERÍA AGROINDUST;MEXICANA;MÉXICO         ;             ;1              
325;Valores repetidos;H;2018           ;6              ;3              ;09/11/1997;20             ;LICENCIATURA;BECADO INTERNO;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;PUEBLA         ;NÁHUATL      ;1              
326;Valores repetidos;H;2018           ;6              ;4              ;10/01/1997;21             ;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;OAXACA         ;             ;1              
327;Valores repetidos;H;2018           ;7              ;1              ;23/03/1996;22             ;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;OAXACA         ;MIXTECO      ;1              
328;Valores repetidos;H;2018           ;7              ;1              ;25/03/1996;22             ;LICENCIATURA;BECADO INTERNO;DEIS EN IRRIGACIÓN        ;CHAPINGO;INGENIERO EN IRRIGACI;MEXICANA;CHIAPAS        ;             ;1              
329;Valores repetidos;H;2018           ;7              ;1              ;05/11/1996;21             ;LICENCIATURA;BECADO EXTERNO;DEIS EN SUELOS            ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;OAXACA         ;             ;1              
330;Valores repetidos;H;2018           ;8              ;18             ;16/02/1998;20             ;PROPEDÉUTICO;EXTERNO       ;CENTRO REGIONAL UNIVERSITA;CRUS    ;PROPEDÉUTICO         ;MEXICANA;OAXACA         ;             ;1              
331;Valores repetidos;M;2018           ;1              ;3              ;05/01/2003;15             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;PUEBLA         ;NÁHUATL      ;1              
332;Valores repetidos;M;2018           ;3              ;12             ;11/12/2001;16             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
333;Valores repetidos;M;2018           ;3              ;13             ;20/03/2001;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;NAYARIT        ;             ;1              
334;Valores repetidos;M;2018           ;4              ;2              ;17/02/1999;19             ;LICENCIATURA;EXTERNO       ;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;INGENIERO FORESTAL   ;MEXICANA;MÉXICO         ;             ;1              
335;Valores repetidos;M;2018           ;4              ;2              ;23/07/1999;19             ;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;GUANAJUATO     ;             ;1              
336;Valores repetidos;M;2018           ;4              ;3              ;14/05/1999;19             ;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;OAXACA         ;             ;1              
337;Valores repetidos;M;2018           ;5              ;1              ;14/03/1999;19             ;LICENCIATURA;EXTERNO       ;DEIS EN INGENIERÍA MECÁNIC;CHAPINGO;INGENIERO MECÁNICO AG;MEXICANA;MÉXICO         ;             ;1              
338;Valores repetidos;M;2018           ;5              ;4              ;20/11/1998;19             ;LICENCIATURA;EXTERNO       ;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;MÉXICO         ;             ;1              
339;Valores repetidos;M;2018           ;6              ;1              ;20/08/1998;20             ;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
340;Valores repetidos;M;2018           ;7              ;1              ;02/01/1996;22             ;LICENCIATURA;BECADO INTERNO;DEIS EN AGROECOLOGÍA      ;CHAPINGO;INGENIERÍA EN AGROECO;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
341;Valores repetidos;M;2018           ;7              ;3              ;04/04/1995;23             ;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;LICENCIATURA EN ECONO;MEXICANA;OAXACA         ;MIXTECO      ;1              
342;Valores repetidos;M;2018           ;8              ;18             ;23/11/1999;18             ;PROPEDÉUTICO;EXTERNO       ;CENTRO REGIONAL UNIVERSITA;CRUS    ;PROPEDÉUTICO         ;MEXICANA;OAXACA         ;             ;1              
343;Valores repetidos;M;2018           ;8              ;20             ;17/05/1999;19             ;PROPEDÉUTICO;BECADO EXTERNO;CENTRO REGIONAL UNIVERSITA;CRUO    ;PROPEDÉUTICO         ;MEXICANA;PUEBLA         ;NÁHUATL      ;1              
344;Valores repetidos;H;2019           ;4              ;8              ;16/10/2000;18             ;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;INGENIERÍA EN RESTAUR;MEXICANA;QUERÉTARO      ;             ;1              
345;Valores repetidos;H;2019           ;4              ;5              ;21/01/2001;18             ;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNIC;CHAPINGO;INGENIERÍA MECATRÓNIC;MEXICANA;OAXACA         ;             ;1              
346;Valores repetidos;M;2019           ;4              ;7              ;20/03/2001;18             ;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;INGENIERÍA EN RESTAUR;MEXICANA;NAYARIT        ;             ;1              
347;Valores repetidos;M;2019           ;6              ;1              ;14/01/1998;21             ;LICENCIATURA;BECADO EXTERNO;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;NAYARIT        ;             ;1              
348;Valores repetidos;H;2019           ;4              ;1              ;24/07/1999;20             ;LICENCIATURA;BECADO EXTERNO;UNIDAD REGIONAL UNIVERSITA;URUZA   ;TRONCO COMÚN AGRONÓMI;MEXICANA;DURANGO        ;             ;1              
349;Valores repetidos;H;2019           ;1              ;21             ;15/03/2000;19             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
350;Valores repetidos;M;2019           ;8              ;20             ;13/09/2000;19             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CRUO    ;PROPEDÉUTICO         ;MEXICANA;VERACRUZ       ;CUCAPÁ       ;1              
351;Valores repetidos;M;2019           ;8              ;8              ;03/11/2000;18             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PROPEDÉUTICO         ;MEXICANA;OAXACA         ;MIXTECO      ;1              
352;Valores repetidos;H;2019           ;8              ;14             ;05/11/2000;18             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;URUSSE  ;PROPEDÉUTICO         ;MEXICANA;CHIAPAS        ;TSELTAL      ;1              
353;Valores repetidos;M;2019           ;8              ;24             ;10/11/2000;18             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;GUERRERO;PROPEDÉUTICO         ;MEXICANA;GUERRERO       ;             ;1              
354;Valores repetidos;H;2019           ;8              ;5              ;11/11/2000;18             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PROPEDÉUTICO         ;MEXICANA;OAXACA         ;             ;1              
355;Valores repetidos;H;2019           ;3              ;3              ;24/11/2000;18             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
356;Valores repetidos;M;2019           ;8              ;18             ;23/01/2001;18             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CRUS    ;PROPEDÉUTICO         ;MEXICANA;OAXACA         ;             ;1              
357;Valores repetidos;H;2019           ;3              ;20             ;01/02/2001;18             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;MIXTECO      ;1              
358;Valores repetidos;H;2019           ;8              ;18             ;10/02/2001;18             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CRUS    ;PROPEDÉUTICO         ;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
359;Valores repetidos;H;2019           ;8              ;20             ;28/02/2001;18             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CRUO    ;PROPEDÉUTICO         ;MEXICANA;VERACRUZ       ;             ;1              
360;Valores repetidos;H;2019           ;8              ;8              ;07/04/2001;18             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PROPEDÉUTICO         ;MEXICANA;OAXACA         ;             ;1              
361;Valores repetidos;M;2019           ;3              ;11             ;20/04/2001;18             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;PUEBLA         ;             ;1              
362;Valores repetidos;M;2019           ;3              ;19             ;04/05/2001;18             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;MAZAHUA      ;1              
363;Valores repetidos;H;2019           ;8              ;20             ;05/05/2001;18             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CRUO    ;PROPEDÉUTICO         ;MEXICANA;VERACRUZ       ;             ;1              
364;Valores repetidos;H;2019           ;3              ;8              ;03/06/2001;18             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
365;Valores repetidos;H;2019           ;3              ;11             ;10/06/2001;18             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;CHIAPAS        ;TSOTSIL      ;1              
366;Valores repetidos;M;2019           ;8              ;18             ;27/06/2001;18             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CRUS    ;PROPEDÉUTICO         ;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
367;Valores repetidos;M;2019           ;3              ;20             ;04/07/2001;18             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;GUERRERO       ;             ;1              
368;Valores repetidos;H;2019           ;8              ;8              ;04/08/2001;18             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PROPEDÉUTICO         ;MEXICANA;OAXACA         ;             ;1              
369;Valores repetidos;H;2019           ;8              ;3              ;28/09/2001;18             ;PROPEDÉUTICO;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PROPEDÉUTICO         ;MEXICANA;MÉXICO         ;             ;1              
370;Valores repetidos;M;2019           ;8              ;9              ;29/09/2001;18             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PROPEDÉUTICO         ;MEXICANA;VERACRUZ       ;             ;1              
371;Valores repetidos;H;2019           ;3              ;7              ;08/10/2001;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;PUEBLA         ;             ;1              
372;Valores repetidos;H;2019           ;8              ;20             ;13/10/2001;17             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CRUO    ;PROPEDÉUTICO         ;MEXICANA;VERACRUZ       ;             ;1              
373;Valores repetidos;M;2019           ;3              ;15             ;21/10/2001;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;NAYARIT        ;             ;1              
374;Valores repetidos;H;2019           ;8              ;2              ;04/11/2001;17             ;PROPEDÉUTICO;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PROPEDÉUTICO         ;MEXICANA;MÉXICO         ;             ;1              
375;Valores repetidos;H;2019           ;8              ;4              ;06/11/2001;17             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PROPEDÉUTICO         ;MEXICANA;OAXACA         ;             ;1              
376;Valores repetidos;H;2019           ;3              ;1              ;19/11/2001;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;HUAVE        ;1              
377;Valores repetidos;M;2019           ;3              ;5              ;22/11/2001;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
378;Valores repetidos;M;2019           ;8              ;7              ;19/12/2001;17             ;PROPEDÉUTICO;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PROPEDÉUTICO         ;MEXICANA;VERACRUZ       ;             ;1              
379;Valores repetidos;H;2019           ;2              ;16             ;11/01/2002;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
380;Valores repetidos;H;2019           ;3              ;2              ;16/01/2002;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;             ;1              
381;Valores repetidos;M;2019           ;3              ;19             ;18/01/2002;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;PUEBLA         ;             ;1              
382;Valores repetidos;M;2019           ;1              ;15             ;29/01/2002;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;MAZATECO     ;1              
383;Valores repetidos;H;2019           ;1              ;12             ;30/01/2002;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;GUERRERO       ;NÁHUATL      ;1              
384;Valores repetidos;H;2019           ;2              ;21             ;06/02/2002;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;CHIAPAS        ;             ;1              
385;Valores repetidos;H;2019           ;3              ;16             ;06/02/2002;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;             ;1              
386;Valores repetidos;H;2019           ;1              ;21             ;19/02/2002;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
387;Valores repetidos;M;2019           ;2              ;15             ;21/02/2002;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;TLAHUICA     ;1              
388;Valores repetidos;M;2019           ;2              ;13             ;05/03/2002;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
389;Valores repetidos;M;2019           ;3              ;1              ;10/03/2002;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;             ;1              
390;Valores repetidos;M;2019           ;3              ;7              ;22/04/2002;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;PUEBLA         ;             ;1              
391;Valores repetidos;H;2019           ;3              ;4              ;29/04/2002;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;NÁHUATL      ;1              
392;Valores repetidos;H;2019           ;3              ;4              ;05/05/2002;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;MIXTECO      ;1              
393;Valores repetidos;H;2019           ;3              ;18             ;11/05/2002;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
394;Valores repetidos;M;2019           ;3              ;13             ;15/05/2002;17             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
395;Valores repetidos;H;2019           ;3              ;14             ;19/05/2002;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
396;Valores repetidos;H;2019           ;3              ;9              ;07/06/2002;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
397;Valores repetidos;H;2019           ;3              ;7              ;12/06/2002;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;PUEBLA         ;             ;1              
398;Valores repetidos;M;2019           ;3              ;15             ;09/07/2002;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
399;Valores repetidos;M;2019           ;3              ;11             ;10/07/2002;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;PUEBLA         ;             ;1              
